,id,alias,name,image_url,url,review_count,rating,price,display_phone,Exact_Address,Postal_Code,City,Country,latitude,longitude,categories_list,menu_available,Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche
182,_QaenU5bLQCLoBauLHXNrg,le-sévigné-paris-6,Le Sévigné,https://s3-media3.fl.yelpcdn.com/bphoto/GYtVIRL1v_4sRiTMi1a1gA/o.jpg,https://www.yelp.com/biz/le-s%C3%A9vign%C3%A9-paris-6?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,26,3.8,€€,+33 1 42 77 00 98,"15 rue du Parc Royal, 75003 Paris, France",75003 Paris,Paris,FR,48.8586855354204,2.3627148272782,['Brasseries'],False,,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30
183,ZehO_zbfP_gKYV4_yLCn_A,au-bougnat-paris-2,Au Bougnat,https://s3-media2.fl.yelpcdn.com/bphoto/oTk_g8sjhvkH-rKVGoqs-Q/o.jpg,https://www.yelp.com/biz/au-bougnat-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,84,4.2,€€€,+33 1 43 54 50 74,"26 rue Chanoinesse, 75004 Paris, France",75004 Paris,Paris,FR,48.8543,2.35002,['French'],True,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00
184,lTGYl3EcDKgXUhKpd7qQsw,le-pré-paris-2,Le Pré,https://s3-media2.fl.yelpcdn.com/bphoto/VoLWvCs1k-xgasZ6TDqq1A/o.jpg,https://www.yelp.com/biz/le-pr%C3%A9-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,11,4.5,,+33 1 40 46 93 22,"4 rue du Four, 75006 Paris, France",75006 Paris,Paris,FR,48.85301,2.33514,"['Cocktail Bars', 'Beer Bar', 'Cafes']",False,08:00-02:00 (overnight),08:00-02:00 (overnight),08:00-02:00 (overnight),08:00-02:00 (overnight),08:00-05:00 (overnight),08:00-05:00 (overnight),08:00-02:00 (overnight)
185,uSbrVw_sVHOthg63MwJBxA,zia-paris-paris-2,Zia Paris,https://s3-media4.fl.yelpcdn.com/bphoto/qeL3J7FFPemcSBh4ZBRfLw/o.jpg,https://www.yelp.com/biz/zia-paris-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,98,4.7,€€,+33 1 44 18 90 71,"22 avenue de Tourville, 75007 Paris, France",75007 Paris,Paris,FR,48.854286,2.3071856,"['Cafes', 'Breakfast & Brunch']",False,10:00-15:00,10:00-15:00,10:00-15:00,10:00-15:00,10:00-15:00,09:00-16:00,09:00-16:00
186,BTtxpZQCuZKMFgeH3Mq57w,yann-couvreur-paris-2,Yann Couvreur,https://s3-media4.fl.yelpcdn.com/bphoto/rbyNEVOXOW4CR0Ai8_ozDg/o.jpg,https://www.yelp.com/biz/yann-couvreur-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,28,4.4,,+33 6 05 97 63 01,"23bis rue des Rosiers, 75004 Paris, France",75004 Paris,Paris,FR,48.85738,2.35894,"['Patisserie/Cake Shop', 'Breakfast & Brunch', 'Coffee & Tea']",False,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00
187,9ACptOR-HKm38LCwSXILgA,les-bains-la-salle-à-manger-paris,Les Bains - La Salle à Manger,https://s3-media3.fl.yelpcdn.com/bphoto/K2-raRSDzrSUyHxxXMCuiA/o.jpg,https://www.yelp.com/biz/les-bains-la-salle-%C3%A0-manger-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,2,5.0,€€€€,+33 1 42 77 07 07,"7 rue du Bourg l'Abbé, 75003 Paris, France",75003 Paris,Paris,FR,48.8639183,2.352,['French'],False,07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-02:00 (overnight)
188,e8IU3d7blH5WopfL3rG2Dg,le-trumilou-paris-2,Le Trumilou,https://s3-media2.fl.yelpcdn.com/bphoto/8DKI5Ge0lXX6bB_QUlyiKQ/o.jpg,https://www.yelp.com/biz/le-trumilou-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,42,4.0,€€,+33 1 42 77 63 98,"84 quai de l'Hôtel de Ville, 75004 Paris, France",75004 Paris,Paris,FR,48.85493,2.35395,['French'],True,19:00-23:00,19:00-23:00,19:00-23:00,19:00-23:00,19:00-23:00,19:00-23:00,19:00-22:30
189,ZE1PAvs-7pOaIuVcKGZvvw,café-louise-paris,Café Louise,https://s3-media2.fl.yelpcdn.com/bphoto/aEaFXxT_hgZKs3IiiQDqKg/o.jpg,https://www.yelp.com/biz/caf%C3%A9-louise-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,115,3.9,€€,+33 1 42 22 88 98,"155 bd Saint Germain, 75006 Paris, France",75006 Paris,Paris,FR,48.853878376742,2.3321086257314,"['Cafes', 'Brasseries']",False,07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-05:00 (overnight),07:00-05:00 (overnight),07:00-05:00 (overnight),07:00-02:00 (overnight)
190,PUmsiCvU9a8gYgt06aoAdQ,le-sirocco-paris,Le Sirocco,https://s3-media4.fl.yelpcdn.com/bphoto/HAMXiaZCX1XudM4pFtM7LA/o.jpg,https://www.yelp.com/biz/le-sirocco-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,51,4.3,€€,+33 1 43 31 13 13,"8 bis rue Gobelins, 75013 Paris, France",75013 Paris,Paris,FR,48.83588,2.35193,['Moroccan'],False,18:30-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:30,11:00-23:30,11:00-23:00
191,-NTjIQv5RSWi1N6IcGMubg,shabestan-paris-4,Shabestan,https://s3-media3.fl.yelpcdn.com/bphoto/ZM02_JLPiarQhj_lfhnB8Q/o.jpg,https://www.yelp.com/biz/shabestan-paris-4?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,22,5.0,,+33 1 45 63 95 68,"5 rue du Commandant Rivière, 75008 Paris, France",75008 Paris,Paris,FR,48.8727,2.30932,['Persian/Iranian'],True,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,
192,wcSbYuKQSAmK7XRC-y5uxA,café-mimosa-paris,Café Mimosa,https://s3-media1.fl.yelpcdn.com/bphoto/W2MOf3tLJH-TXGbp2DBU_w/o.jpg,https://www.yelp.com/biz/caf%C3%A9-mimosa-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,9,4.8,,+33 9 80 92 00 32,"11 rue Buffault, 75009 Paris, France",75009 Paris,Paris,FR,48.875549151314,2.34182998538017,['Breakfast & Brunch'],False,08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,10:00-16:00,
193,FgxmJLQlXvHpDrgTLgJjGA,la-vie-d-ange-paris,La Vie d'Ange,https://s3-media1.fl.yelpcdn.com/bphoto/7qV5gEtp_GDlXNljKSak8A/o.jpg,https://www.yelp.com/biz/la-vie-d-ange-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,41,4.5,€€€,+33 1 45 65 22 38,"41 bd Saint-Jacques, 75014 Paris, France",75014 Paris,Paris,FR,48.83257,2.33781,"['French', 'Wine Bars']",True,19:30-21:45,19:30-21:45,19:30-21:45,19:30-21:45,19:30-21:45,19:30-21:45,
194,luWgxwdQDUpURV21UlWslQ,joséphine-chez-dumonet-paris-5,Joséphine chez Dumonet,https://s3-media1.fl.yelpcdn.com/bphoto/-821dWmIs8l-qmBC7v7a6w/o.jpg,https://www.yelp.com/biz/jos%C3%A9phine-chez-dumonet-paris-5?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,140,4.1,€€€,+33 1 45 48 52 40,"117 rue du Cherche-Midi, 75006 Paris, France",75006 Paris,Paris,FR,48.845765,2.319895,['Bistros'],False,19:30-22:30,19:30-22:30,19:30-22:30,19:30-22:30,12:30-14:30,,
195,PXYLVsHC33f_dQVVCH-PMw,victoires-paris-2,Victoires,https://s3-media2.fl.yelpcdn.com/bphoto/OuuWSKAR9c1oj_7bbDJ-Qw/o.jpg,https://www.yelp.com/biz/victoires-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,270,4.0,€€,+33 1 42 61 43 78,"6 rue la Vrillière, 75001 Paris, France",75001 Paris,Paris,FR,48.865569,2.340286,['French'],False,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,10:30-23:30,10:30-23:30
196,hgCHXP0IyJvOw2aGIhw34Q,le-p-tit-troquet-paris,Le P'tit Troquet,https://s3-media4.fl.yelpcdn.com/bphoto/gPs3LxQpvHYC9dtEnoGvAw/o.jpg,https://www.yelp.com/biz/le-p-tit-troquet-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,62,4.6,€€€,+33 1 47 05 80 39,"28 rue de l'Exposition, 75007 Paris, France",75007 Paris,Paris,FR,48.85705,2.30335,['French'],True,,18:30-22:00,18:30-22:00,18:30-22:00,18:30-22:00,18:30-22:00,
197,JDHBFWwmVevqKcSdNWICIw,big-mamma-paris-2,Big Mamma,https://s3-media2.fl.yelpcdn.com/bphoto/R5HBYwStRI7RMbB5AkWKpA/o.jpg,https://www.yelp.com/biz/big-mamma-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,4,4.5,€,,"111 Rue Réaumur, 75002 Paris, France",75002 Paris,Paris,FR,48.86813,2.34329,['Pizza'],False,,,,,,,
198,3K6B3W9N4wUD7l3GT7YUsg,le-poulailler-paris,Le Poulailler,https://s3-media4.fl.yelpcdn.com/bphoto/-YxA3QL4hBm5Ysc-mAFVXg/o.jpg,https://www.yelp.com/biz/le-poulailler-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,8,4.1,,+33 1 55 28 67 36,"60 rue Saint-Sabin, 75011 Paris, France",75011 Paris,Paris,FR,48.859174,2.368921,"['French', 'Wine Bars']",False,09:00-19:00,09:00-01:00 (overnight),09:00-01:00 (overnight),09:00-01:00 (overnight),09:00-01:00 (overnight),08:00-02:00 (overnight),
199,IU9_wVOGBKjfqTTpAXpKcQ,bistro-des-augustins-paris,Bistro des Augustins,https://s3-media2.fl.yelpcdn.com/bphoto/ctHDHMiqeUGs8Zcj71nk7g/o.jpg,https://www.yelp.com/biz/bistro-des-augustins-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,531,4.4,€€,+33 1 43 54 04 41,"39 quai des Grands Augustins, 75006 Paris, France",75006 Paris,Paris,FR,48.854754,2.342119,"['Bistros', 'Wine Bars']",False,10:00-02:00 (overnight),10:00-02:00 (overnight),10:00-02:00 (overnight),10:00-02:00 (overnight),10:00-02:00 (overnight),10:00-02:00 (overnight),10:00-02:00 (overnight)
200,0jXs6RX7tXQYZEa9mtPgZQ,bistrot-chez-rémy-chessy-3,Bistrot Chez Rémy,https://s3-media4.fl.yelpcdn.com/bphoto/1EiKkeKIPchppAanlU-SDA/o.jpg,https://www.yelp.com/biz/bistrot-chez-r%C3%A9my-chessy-3?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,89,3.0,€€€,+33 1 60 30 40 50,"Walt Disney Studios Park, 77700 Chessy, France",77700 Chessy,Chessy,FR,48.8674132258789,2.77599847572094,"['French', 'Bistros']",False,,,,,,,
201,lhsLzC6sfkEBtuQ323YdYw,café-varenne-paris-4,Café Varenne,https://s3-media3.fl.yelpcdn.com/bphoto/Jy5mfZV8sMJBYvzwSHtpng/o.jpg,https://www.yelp.com/biz/caf%C3%A9-varenne-paris-4?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,114,4.4,€€,+33 1 45 48 62 72,"36 rue de Varenne, 75007 Paris, France",75007 Paris,Paris,FR,48.85413,2.32354,"['French', 'Bars']",False,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-20:00,
202,sgc5fGdiYfOmq8sTeyG3Kw,café-saint-régis-paris-2,Café Saint-Régis,https://s3-media4.fl.yelpcdn.com/bphoto/MVskvVtHUrHsKfnkFJ0zFw/o.jpg,https://www.yelp.com/biz/caf%C3%A9-saint-r%C3%A9gis-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,207,4.1,€€,+33 1 43 54 59 41,"6 rue Jean du Bellay, 75004 Paris, France",75004 Paris,Paris,FR,48.853392,2.353736,"['French', 'Breakfast & Brunch']",False,07:30-02:00 (overnight),07:30-02:00 (overnight),07:30-02:00 (overnight),07:30-02:00 (overnight),07:30-02:00 (overnight),07:30-02:00 (overnight),07:30-02:00 (overnight)
203,RZyR2mJSUIS1ZHmE18GH-g,le-boeuf-à-la-mode-versailles-2,Le Boeuf à la Mode,https://s3-media3.fl.yelpcdn.com/bphoto/9WSl316SbxYTV4r1dxHF-w/o.jpg,https://www.yelp.com/biz/le-boeuf-%C3%A0-la-mode-versailles-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,121,4.0,€€,+33 1 39 50 31 99,"4 rue au Pain, 78000 Versailles, France",78000 Versailles,Versailles,FR,48.80625,2.13123,"['French', 'Brasseries']",False,08:30-00:00,08:30-00:00,08:30-00:00,08:30-00:00,08:30-00:00,08:30-00:00,08:30-23:00
204,zvPt4xASp-MoyePmZQH_dg,bistrot-rougemont-paris,Bistrot Rougemont,https://s3-media3.fl.yelpcdn.com/bphoto/uJ48EEyCEcwzsKVWDiiXQQ/o.jpg,https://www.yelp.com/biz/bistrot-rougemont-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,8,4.6,,+33 1 55 32 02 39,"10 rue Rougemont, 75009 Paris, France",75009 Paris,Paris,FR,48.87188,2.346124,['French'],False,18:00-23:00,18:00-23:00,18:00-23:00,18:00-23:00,18:00-23:00,18:00-23:00,
205,BYOgKkC6JSHs_sYrS3GDkg,le-bouledogue-paris,Le Bouledogue,https://s3-media2.fl.yelpcdn.com/bphoto/Xt7pMjaeanl_qOqTikpSsA/o.jpg,https://www.yelp.com/biz/le-bouledogue-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,64,4.0,€€,+33 1 40 27 90 90,"20 Rue Rambuteau, 75003 Paris, France",75003 Paris,Paris,FR,48.86082,2.3547,"['French', 'Bars', 'Brasseries']",False,09:30-23:30,09:30-23:30,09:30-23:30,09:30-23:30,09:30-23:30,09:30-23:30,
206,-X5OpVpS0iAm307zOsaiqA,le-17-37-versailles,Le 17.37,https://s3-media1.fl.yelpcdn.com/bphoto/hWvjeuVqmSDxgbQphG7ekg/o.jpg,https://www.yelp.com/biz/le-17-37-versailles?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,2,5.0,,+33 1 39 63 26 37,"5 rue du Marché Neuf, 78000 Versailles, France",78000 Versailles,Versailles,FR,48.7977,2.12619,['French'],False,09:00-14:00,19:00-22:00,19:00-22:00,19:00-22:00,19:00-22:00,19:00-22:00,
207,g2zDeOraI0CCL6-AvcCxCQ,le-petit-vendôme-paris-2,Le Petit Vendôme,https://s3-media2.fl.yelpcdn.com/bphoto/XcJYpMpXNckfxmbxY33LAw/o.jpg,https://www.yelp.com/biz/le-petit-vend%C3%B4me-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,212,4.2,€€,+33 1 42 61 05 88,"8 rue des Capucines, 75002 Paris, France",75002 Paris,Paris,FR,48.86877,2.32973,"['Sandwiches', 'Brasseries']",False,08:30-17:00,08:30-02:00 (overnight),08:30-02:00 (overnight),08:30-02:00 (overnight),08:30-02:00 (overnight),10:30-02:00 (overnight),
208,went0VaMbQc6XSOi_OJteg,le-café-de-la-nouvelle-mairie-paris,Le Café de la Nouvelle Mairie,https://s3-media1.fl.yelpcdn.com/bphoto/m2xgTESq5o7sJGnP4GK8MQ/o.jpg,https://www.yelp.com/biz/le-caf%C3%A9-de-la-nouvelle-mairie-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,42,4.1,€€,+33 1 44 07 04 41,"19 rue des Fossés-Saint-Jacques, 75005 Paris, France",75005 Paris,Paris,FR,48.84541,2.34485,['French'],False,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,
209,4UO8M5flLUR5-TxGdSma0Q,les-papilles-paris-2,Les Papilles,https://s3-media4.fl.yelpcdn.com/bphoto/fY9WjrMdU6Fn9DmX3uFUcg/o.jpg,https://www.yelp.com/biz/les-papilles-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,272,4.5,€€€,+33 1 43 25 20 79,"30 rue Gay-Lussac, 75005 Paris, France",75005 Paris,Paris,FR,48.84461,2.34174,"['Wine Bars', 'Bistros']",False,,19:00-22:30,19:00-22:30,19:00-22:30,19:00-22:30,19:00-22:30,
210,H8qXu00pQk2b2aqwQRfGQA,bistrot-de-l-oulette-paris-2,Bistrot de l'Oulette,https://s3-media4.fl.yelpcdn.com/bphoto/qS0a4e9HQc2jLaPqeCV28A/o.jpg,https://www.yelp.com/biz/bistrot-de-l-oulette-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,47,4.2,€€,+33 1 42 71 43 33,"38 rue Tournelles, 75004 Paris, France",75004 Paris,Paris,FR,48.85555,2.36729,['French'],True,19:00-23:00,19:00-23:00,19:00-23:00,19:00-23:00,19:00-23:00,19:00-23:00,
211,6m9bnpfICHZ3OKk8wI0AYg,les-parigots-paris,Les Parigots,https://s3-media2.fl.yelpcdn.com/bphoto/Z23KROW4aeQF_-ZO6K3etw/o.jpg,https://www.yelp.com/biz/les-parigots-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,85,4.0,€€,+33 9 77 78 99 23,"5 rue Château d'eau, 75010 Paris, France",75010 Paris,Paris,FR,48.86926,2.36183,"['Bars', 'Brasseries']",True,07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-02:00 (overnight)
212,ROXjszWdImSrUjhbC7wwpQ,au-bistro-paris,Au Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/utRSSFNbuHhkhBXznGYBOw/o.jpg,https://www.yelp.com/biz/au-bistro-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,12,4.2,€€,+33 1 42 61 02 45,"8 rue Marché St Honoré, 75001 Paris, France",75001 Paris,Paris,FR,48.86603,2.33125,"['French', 'Bars']",False,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-16:00,
213,u0PQ2A4w14iMWrrk5pWGUA,bistrot-richelieu-paris-2,Bistrot Richelieu,https://s3-media1.fl.yelpcdn.com/bphoto/hXV4NenzawkBxk9ZuXQk6w/o.jpg,https://www.yelp.com/biz/bistrot-richelieu-paris-2?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,232,4.2,€€€,+33 1 42 60 19 16,"45 rue de Richelieu, 75001 Paris, France",75001 Paris,Paris,FR,48.866218,2.337011,"['French', 'Breakfast & Brunch']",True,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,12:00-22:30,
214,5WvS49NTpjbxNjGurV5MWg,café-de-l-empire-paris,Café de l'Empire,https://s3-media1.fl.yelpcdn.com/bphoto/cbH4g-ip2tUmpTME8keViw/o.jpg,https://www.yelp.com/biz/caf%C3%A9-de-l-empire-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,134,4.1,€€,+33 1 40 15 91 18,"17 rue du Bac, 75007 Paris, France",75007 Paris,Paris,FR,48.85828,2.32846,['Brasseries'],False,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-00:00,09:00-00:00
215,BjsUrqQch9EjzNbq89rOWA,la-belle-équipe-paris,La Belle Équipe,https://s3-media3.fl.yelpcdn.com/bphoto/tg3IyEChkHcsKfzKepw4Bw/o.jpg,https://www.yelp.com/biz/la-belle-%C3%A9quipe-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,39,4.4,€€,+33 1 43 71 89 58,"92 rue de Charonne, 75011 Paris, France",75011 Paris,Paris,FR,48.85384,2.38197,"['Bistros', 'French', 'Cafes']",False,08:00-02:00 (overnight),08:00-02:00 (overnight),08:00-02:00 (overnight),08:00-02:00 (overnight),08:00-02:00 (overnight),08:00-02:00 (overnight),08:00-02:00 (overnight)
216,wRgD7PjIaP_EZrTAiTNsBQ,le-choupinet-paris,Le Choupinet,https://s3-media3.fl.yelpcdn.com/bphoto/VBmA0igJgWUf0uePzJyhNw/o.jpg,https://www.yelp.com/biz/le-choupinet-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,52,4.0,€€€,+33 1 42 03 09 93,"58 boulevard Saint-Michel, 75006 Paris, France",75006 Paris,Paris,FR,48.8477332,2.340714,"['Brasseries', 'French', 'Cafes']",True,08:00-02:00 (overnight),08:00-02:00 (overnight),08:00-02:00 (overnight),08:00-02:00 (overnight),08:00-02:00 (overnight),08:00-02:00 (overnight),08:00-02:00 (overnight)
217,94T_nFxLvhIGsk458MjitQ,bonvivant-paris,Bonvivant,https://s3-media4.fl.yelpcdn.com/bphoto/YyeaidOEe0HoJDj9w_ciTg/o.jpg,https://www.yelp.com/biz/bonvivant-paris?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,34,4.3,€€,+33 1 43 26 51 34,"7 rue des Ecoles, 75005 Paris, France",75005 Paris,Paris,FR,48.8475685,2.35201,['Wine Bars'],False,09:00-02:00 (overnight),09:00-02:00 (overnight),09:00-02:00 (overnight),09:00-02:00 (overnight),09:00-02:00 (overnight),09:00-02:00 (overnight),09:00-02:00 (overnight)
218,hArZ-YQZA9uG4tPZ8URBhQ,au-coin-bistrot-chic-ermont-3,Au Coin ! Bistrot Chic,https://s3-media1.fl.yelpcdn.com/bphoto/NRpt5IZQJx3n8aYKLhRkww/o.jpg,https://www.yelp.com/biz/au-coin-bistrot-chic-ermont-3?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,5,4.6,,+33 1 34 13 05 21,"129 rue du Général de Gaulle, 95120 Ermont, France",95120 Ermont,Ermont,FR,48.981949,2.270674,['French'],True,,10:30-00:00,10:30-00:00,10:30-00:00,10:30-01:00 (overnight),18:00-01:00 (overnight),10:30-00:00
219,UoeNah-1D8GiTIcFGk8djA,le-bistro-paris-7,Le Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/asqsVRTo3T98ab3fyYMElA/o.jpg,https://www.yelp.com/biz/le-bistro-paris-7?adjust_creative=UK7s4vpkX9H0hgrhe5u5xA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UK7s4vpkX9H0hgrhe5u5xA,31,3.2,€€,+33 1 42 08 78 18,"32 boulevard de Magenta, 75010 Paris, France",75010 Paris,Paris,FR,48.871784,2.360403,"['French', 'Bars']",False,07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-02:00 (overnight),07:00-02:00 (overnight),08:00-02:00 (overnight),08:00-02:00 (overnight)
